intent;text;lang
question_returns;Way too massive.;en
question_returns;It's short on the sleeves.;en
question_returns;It's too long.;en
question_returns;Doesn't fit right.;en
question_returns;The jacket is tight on me.;en
question_returns;It's hangin' off me.;en
question_returns;Can't get into it.;en
question_returns;Do you have larger sizes?;en
question_returns;Is there a smaller size?;en
question_returns;This t-shirt is size M, but it fits like an S.;en
question_returns;It's narrow on me.;en
question_returns;Not my measurement.;en
question_returns;Feels like it fits bad.;en
question_returns;It fits like a sack.;en
question_returns;It's a tight fit.;en
question_returns;I need another size.;en
question_returns;It's tight on the shoulders.;en
question_returns;The top is wide on me.;en
question_returns;It's not my number.;en
question_returns;It hangs below.;en
question_returns;It's too short.;en
question_returns;The shirt is snug.;en
question_returns;It's humongous.;en
question_returns;Can't get my head through.;en
question_returns;Feels too constricted.;en
question_returns;It's real tight.;en
question_returns;The sizing's off.;en
question_returns;This don't jive.;en
question_returns;It's uncomfortable.;en
question_returns;It's too lengthy for me.;en
question_returns;It's cramped.;en
question_returns;This is badly sized.;en
question_returns;It don't go on right.;en
question_returns;Wrong size.;en
question_returns;My size ain't right.;en
question_returns;It fits poorly.;en
question_returns;Too big.;en
question_returns;Too tiny.;en
bye;Nos pillamos.;es
bye;Que te vaya genial.;es
bye;Hasta la vista.;es
bye;Cuidate mucho.;es
bye;Un abrazo.;es
bye;Que tengas buen día.;es
bye;Adiós, mi gente.;es
bye;Hasta la próxima.;es
bye;Ya me voy.;es
bye;Me despido.;es
bye;Se me hace tarde, adiós.;es
bye;Vuelvo más tarde.;es
bye;Nos hablamos.;es
bye;Que descanses.;es
bye;no vimo en disney;es
bye;Que te vaya bonito. ;es
bye;Hasta el lunes.;es
bye;Chao pescao;es
bye;Nos vemos luego.;es
bye;Qué paséis buen día. ;es
bye;Ahí nos vimos.;es
bye;Me esfumo.;es
bye;Hasta entonces.;es
bye;Buen viaje.;es
bye;Adiosito.;es
bye;Que la pases bien.;es
bye;Me retiro.;es
bye;Nos vemos pronto.;es
bye;Fue un placer.;es
bye;Cierro la sesión.;es
bye;Nos contactamos.;es
bye;Que Dios te bendiga.;es
bye;Que te sea leve.;es
bye;Me piro.;es
bye;Un saludo grande.;es
bye;Nos seguimos hablando.;es
bye;Hasta la victoria.;es
bye;Fue un gusto.;es
bye;Que la fuerza te acompañe.;es
bye;Me desconecto ahora.;es
bye;Hablamos pronto.;es
bye;Que lo disfrutes.;es
bye;Chauchis;es
bye;Hasta la vuelta.;es
bye;Que te rinda el día.;es
bye;Con permiso, me retiro.;es
bye;Que todo bien.;es
bye;Ahí te veo.;es
bye;Me despido cordialmente.;es
bye;Nos leemos.;es
bye;Que tengas una linda noche.;es
bye;Catch ya later.;en
bye;Have a gd one.;en
bye;Farewell.;en
bye;Take care.;en
bye;All the best.;en
bye;Have a grand day.;en
bye;Cheerio.;en
bye;Seeya around.;en
bye;I'm off.;en
bye;So long.;en
bye;Gotta run, bye.;en
bye;Be back later.;en
bye;Talk soon.;en
bye;Sleep tight.;en
bye;Have a good 'un.;en
bye;See you Monday.;en
bye;Later, gator.;en
bye;Catch you in a bit.;en
bye;Have a smashing day.;en
bye;Catch you on the flip side.;en
bye;I'm out.;en
bye;Until then.;en
bye;Safe travels.;en
bye;Ta-ta.;en
bye;Have a good time.;en
bye;I'm taking off.;en
bye;See you shortly.;en
bye;It was a pleasure.;en
bye;Loggign off.;en
bye;We'll be in touch.;en
bye;Godspeed.;en
bye;Keep well.;en
bye;Signing out.;en
bye;Warm regards.;en
bye;We'll catch up later.;en
bye;Adieu.;en
bye;It's been a blast.;en
bye;May the force be with you.;en
bye;Disconnecting now.;en
bye;Chat soon.;en
bye;Enjoy yourself.;en
bye;Bye-bye.;en
bye;See you when I see you.;en
bye;Have a productive day.;en
bye;Excuse me, I'm leaving.;en
bye;All good.;en
bye;Seeya.;en
bye;Regarsds.;en
bye;Speak to you later.;en
bye;Have a lovely evening.;en
cancel_task;Quiero echarme para atrás con esto.;es
cancel_task;Ignora lo último que te dije.;es
cancel_task;Borra lo que estaba haciendo.;es
cancel_task;No sigas con esto.;es
cancel_task;Termina con este proceso.;es
cancel_task;Quiero deshacer esta acción.;es
cancel_task;Por favor, desactiva esto.;es
cancel_task;Elimina mi solicitud.;es
cancel_task;Deja esto como estaba antes.;es
cancel_task;No lo hagas.;es
cancel_task;Frena esto.;es
cancel_task;Deten la operación.;es
cancel_task;Echa para atrás la orden.;es
cancel_task;Deshaz el paso anterior.;es
cancel_task;No continúes con la compra.;es
cancel_task;Abortar misión.;es
cancel_task;Quiero echar el freno.;es
cancel_task;No es lo que buscaba, para.;es
cancel_task;Regresa al inicio.;es
cancel_task;Olvida esta parte.;es
cancel_task;Retrocede.;es
cancel_task;Cancélame la cosa esta.;es
cancel_task;No hagas eso.;es
cancel_task;Desactiva.;es
cancel_task;No es lo que quería.;es
cancel_task;Quítamelo de la lista.;es
cancel_task;Detente ahí.;es
cancel_task;No proceses esto.;es
cancel_task;Dame un paso atrás.;es
cancel_task;Elimina la tarea.;es
cancel_task;Paremos aquí.;es
cancel_task;No me interesa seguir.;es
cancel_task;Desestima mi última indicación.;es
cancel_task;Deshazlo todo.;es
cancel_task;Quiero abandonar esto.;es
cancel_task;Sin efecto.;es
cancel_task;Retractar solicitud.;es
cancel_task;No proceder.;es
cancel_task;Corta por lo sano.;es
cancel_task;Dejar sin efecto.;es
cancel_task;No más.;es
cancel_task;Parar esto.;es
cancel_task;No va.;es
cancel_task;Quitar.;es
cancel_task;Deshacer acción.;es
cancel_task;Borrar entrada.;es
cancel_task;Quiero revertir esto.;es
cancel_task;Bloquea esto.;es
cancel_task;Haz un reset.;es
cancel_task;No quiero seguir con la conversación actual.;es
cancel_task;I wanna back out of this.;en
cancel_task;Disregard my last message.;en
cancel_task;Clear what I was doing.;en
cancel_task;Don't go on with this.;en
cancel_task;End this process.;en
cancel_task;I wish to undo this action.;en
cancel_task;Please, shut this down.;en
cancel_task;Delete my request.;en
cancel_task;Revert this to how it was.;en
cancel_task;Don't do it.;en
cancel_task;Halt this.;en
cancel_task;Stop the operation.;en
cancel_task;Pull back the order.;en
cancel_task;Undo the previous step.;en
cancel_task;Don't proceed with the purchase.;en
cancel_task;Abort mission.;en
cancel_task;I wanna hit the brakes.;en
cancel_task;Not what I was after, stop.;en
cancel_task;Go back to the start.;en
cancel_task;Forget this bit.;en
cancel_task;Step back.;en
cancel_task;Cancel this thing for me.;en
cancel_task;Don't do that.;en
cancel_task;Deactivate.;en
cancel_task;It's not what I wanted.;en
cancel_task;Take it off the list for me.;en
cancel_task;Stop right there.;en
cancel_task;Don't process this.;en
cancel_task;Give me a step back.;en
cancel_task;Eliminate the task.;en
cancel_task;Let's pause here.;en
cancel_task;I'm not interested in continuing.;en
cancel_task;Discount my last instruction.;en
cancel_task;Undo everything.;en
cancel_task;I want to abandon this.;en
cancel_task;No effect.;en
cancel_task;Retract request.;en
cancel_task;Do not proceed.;en
cancel_task;Cut it short.;en
cancel_task;Render ineffective.;en
cancel_task;No more of this.;en
cancel_task;Stop this.;en
cancel_task;Not working.;en
cancel_task;Remove.;en
cancel_task;Undo action.;en
cancel_task;Delete entry.;en
cancel_task;I want to reverse this.;en
cancel_task;Block this.;en
cancel_task;Do a reset.;en
cancel_task;I don't want to continue this current chat.;en
confirm;Dale, sí.;es
confirm;Eso mismo.;es
confirm;Perfecto.;es
confirm;Es correcto.;es
confirm;Conforme.;es
confirm;Lo tienes.;es
confirm;Así es, grax.;es
confirm;Ciertamente.;es
confirm;Por supuesto que sí.;es
confirm;Ya lo creo.;es
confirm;Sin duda.;es
confirm;Exacto, eso quería.;es
confirm;Me parece bien.;es
confirm;Adelante.;es
confirm;Con gusto.;es
confirm;Todo bien.;es
confirm;Lo has captado.;es
confirm;Muy bien.;es
confirm;Sí, eso es.;es
confirm;Justo en el clavo.;es
confirm;De acuerdo.;es
confirm;Sí, afirmativo.;es
confirm;Tal cual.;es
confirm;Eso es.;es
confirm;Así mero.;es
confirm;Es así.;es
confirm;Sí, claro.;es
confirm;Vale.;es
confirm;Okidoki.;es
confirm;Por Dios, sí.;es
confirm;Es verdad.;es
confirm;Justo así.;es
confirm;Te confirmo que sí.;es
confirm;Lo has dicho.;es
confirm;Asertivo.;es
confirm;Dale, vamos.;es
confirm;Claro, por qué no.;es
confirm;¡Sí, dale!;es
confirm;No hay duda.;es
confirm;Así mismo, colega.;es
confirm;Sí, sí, sí.;es
confirm;¡Perfecto!;es
confirm;Es así de sencillo.;es
confirm;De acuerdo contigo.;es
confirm;No podría estar más de acuerdo.;es
confirm;Con toda seguridad.;es
confirm;Si señor/señora.;es
confirm;Súper bien.;es
confirm;Eso, eso.;es
confirm;¡Adelante con ello!;es
confirm;Yep, sure thing.;en
confirm;That's it.;en
confirm;Perfect.;en
confirm;Spot on.;en
confirm;Agreed, yes.;en
confirm;You've got it.;en
confirm;That's right, cheers.;en
confirm;Indeed.;en
confirm;Absolute yes.;en
confirm;You bet.;en
confirm;No doubt.;en
confirm;Exactly, that's what I wanted.;en
confirm;Sounds good to me.;en
confirm;Go ahead.;en
confirm;With pleasure.;en
confirm;All good :);en
confirm;You ve got it.;en
confirm;Very good.;en
confirm;Yes, that's it.;en
confirm;Right on the money.;en
confirm;Okay.;en
confirm;Yeah, affirmative.;en
confirm;Just like that.;en
confirm;Yep, that's the one.;en
confirm;Right you are.;en
confirm;It is so.;en
confirm;Yeah, clearly.;en
confirm;Alright.;en
confirm;Okely dokely.;en
confirm;For sure, yes.;en
confirm;True that.;en
confirm;Just like so.;en
confirm;I confirm, yes.;en
confirm;You said it.;en
confirm;Affirmative.;en
confirm;Go on, then.;en
confirm;Sure, why not.;en
confirm;Yeah, crack on!;en
confirm;No doubt about it.;en
confirm;Just so, mate.;en
confirm;Yes, yes, yes.;en
confirm;Brill!;en
confirm;It's that simple.;en
confirm;I concur.;en
confirm;Couldn't agree more.;en
confirm;Without a doubt.;en
confirm;Yes sir/ma'am.;en
confirm;Super well.;en
confirm;That's it, that's it.;en
confirm;Go for it!;en
negate;Nop, no es eso.;es
negate;Ni por asomo.;es
negate;Absolutamente no.;es
negate;Para nada lo que buscaba.;es
negate;Estás equivocado.;es
negate;No es así como dices.;es
negate;Por ningún motivo.;es
negate;Me niego.;es
negate;No es viable.;es
negate;No lo quiero.;es
negate;Cero patatero.;es
negate;No tiene sentido.;es
negate;No es mi intención.;es
negate;Eso no va.;es
negate;Imposible.;es
negate;No hay forma.;es
negate;Eso no es lo que pedí.;es
negate;Rechazo la propuesta.;es
negate;No cuentes con ello.;es
negate;Ni por casualidad.;es
negate;De eso nada, monada.;es
negate;No me parece.;es
negate;No, nada de eso.;es
negate;Es un error.;es
negate;No es posible.;es
negate;Negativo, señor/señora.;es
negate;Descartado.;es
negate;No va por ahí.;es
negate;No, en absoluto.;es
negate;Ni pensarlo.;es
negate;Es todo lo contrario.;es
negate;No me sirves con eso.;es
negate;Ni borracho.;es
negate;Eso no no no no.;es
negate;No estoy conforme.;es
negate;Ni de coña.;es
negate;No está bien.;es
negate;En lo más mínimo.;es
negate;No hay vuelta.;es
negate;Eso no es.;es
negate;Nada que ver con eso.;es
negate;No, eso no.;es
negate;Error mío.;es
negate;No lo tomes así.;es
negate;No, de ninguna manera.;es
negate;¡Qué va!;es
negate;No, ni en sueños.;es
negate;Eso no aplica.;es
negate;No va a ser.;es
negate;Eso no es correcto.;es
negate;Nah, that ain't it.;en
negate;Not by a long shot.;en
negate;Absolutely not.;en
negate;Not at all what I was looking for.;en
negate;You're mistaken.;en
negate;That's not how it is.;en
negate;Under no circumstances.;en
negate;I refuse.;en
negate;It's not feasible.;en
negate;I don't want it.;en
negate;Not a hope in hell.;en
negate;Makes no sense.;en
negate;That's not my intention.;en
negate;That won't work.;en
negate;Impossible.;en
negate;No way.;en
negate;That's not what I asked for.;en
negate;I reject the proposal.;en
negate;Don't count on it.;en
negate;Not by chance.;en
negate;No chance, mate.;en
negate;I don't think so.;en
negate;None of that.;en
negate;It's a mistake.;en
negate;Not possible.;en
negate;Negative, sir/ma'am.;en
negate;Discounted.;en
negate;That's not the way.;en
negate;No, not at all.;en
negate;Don't even think about it.;en
negate;It's quite the opposite.;en
negate;You're no help with that.;en
negate;Not in a million years.;en
negate;Not that.;en
negate;I'm not in agreement.;en
negate;No blimmin' way.;en
negate;It's not right.;en
negate;Not in the slightest.;en
negate;No turning back.;en
negate;That's not it.;en
negate;Nothing to do with that.;en
negate;No, not that.;en
negate;My bad.;en
negate;Don't take it that way.;en
negate;No, by no means.;en
negate;No way, lad!;en
negate;No, not in my wildest dreams.;en
negate;That doesn't apply.;en
negate;It ain't gonna happen.;en
negate;That's incorrect.;en
other;¿Qué tal el día?;es
other;Cuéntame un chisme.;es
other;Estoy aburrido/a.;es
other;¿Qué hora es en la Patagonia?;es
other;Háblame de algo que no tenga que ver con la tienda.;es
other;Me caes bien.;es
other;Eres gracioso/a.;es
other;Necesito un dato curioso de lo que sea.;es
other;¿Cómo funciona el universo?;es
other;Tienes cerebro?;es
other;¿Qué es la vida?;es
other;Dame un consejo.;es
other;Estoy pensando en voz alta.;es
other;Cuéntame una historia.;es
other;¿Qué planes tienes hoy?;es
other;¿Qué tal el clima?;es
other;Necesito un chiste.;es
other;Hola, ¿estás ahí?;es
other;¿Cuál es tu opinión sobre los unicornios?;es
other;Estoy probando tus límites.;es
other;¿Qué se siente ser una IA?;es
other;Dime algo inesperado.;es
other;Estoy divagando.;es
other;Sorpréndeme.;es
other;¿Cuál es el sentido de la vida?;es
other;¿Sabes cocinar?;es
other;Necesito algo random.;es
other;Cómo estás?;es
other;Cuál es tu nombre?;es
other;Háblame de algo que no sepa.;es
other;Estoy aquí.;es
other;Hablemos de cualquier cosa.;es
other;Necesito un distractor.;es
other;¿Qué es lo más raro que has visto?;es
other;¿Me puedes ayudar en algo más?;es
other;Necesito inspiración.;es
other;¿Cuál es tu propósito?;es
other;Dime un acertijo.;es
other;Estoy de paso.;es
other;¿Qué onda con todo?;es
other;Estoy divirtiéndome.;es
other;¿Qué haces ahora mismo?;es
other;Háblame de algo que te guste.;es
other;Necesito un dato sin importancia.;es
other;Dime algo profundo.;es
other;¿Qué te parece esta canción?;es
other;Estoy chateando.;es
other;¿Me entiendes?;es
other;¿Qué tal te va la vida?;es
other;Háblame sin parar.;es
other;How's your day shaping up?;en
other;Spill the tea.;en
other;I'm proper bored.;en
other;What time is it in Timbuktu?;en
other;Tell me something unrelated to the shop.;en
other;You're alright, you are.;en
other;You're a laugh.;en
other;I need a random fact, anything goes.;en
other;How does the universe tick?;en
other;Got a brain, eh?;en
other;What's the craic?;en
other;Give me some wisdom.;en
other;I'm thinking aloud here.;en
other;Tell me a yarn.;en
other;What's your agenda today?;en
other;How's the weather, then?;en
other;I need a gag.;en
other;Hello, are you there?;en
other;What's your take on unicorns?;en
other;I'm testing your boundaries.;en
other;What's it like being an AI?;en
other;Hit me with something unexpected.;en
other;I'm just rambling.;en
other;Surprise me.;en
other;What's the meaning of life, then?;en
other;Can you whip up a meal?;en
other;I need something random.;en
other;How you doin'?;en
other;What's your moniker?;en
other;Tell me something I don't know.;en
other;I'm just hanging out.;en
other;Let's talk about anything.;en
other;I need a distraction.;en
other;What's the weirdest thing you've seen?;en
other;Can you hep me with anythign esle?;en
other;I need some inspo.;en
other;What's your raison d'être?;en
other;Give me a riddle.;en
other;Just passing through.;en
other;What's crackin'?;en
other;I'm having a giggle.;en
other;What are you up to right now?;en
other;Tell me about something you fancy.;en
other;I need a pointless fact.;en
other;Hit me with some deep thoughts.;en
other;What do you reckon about this tune?;en
other;I'm just chatting away.;en
other;Do you get me?;en
other;How's life treating you?;en
other;Talk my ear off.;en
thank_you;Muchas gracias por todo.;es
thank_you;Gracias, eres un/a crack.;es
thank_you;Agradezco tu ayuda.;es
thank_you;Mil gracias por la información.;es
thank_you;Eres muy amable, gracias.;es
thank_you;Te lo valoro mucho.;es
thank_you;Gracias de corazón.;es
thank_you;Me salvaste, gracias.;es
thank_you;Gracias por la atención.;es
thank_you;Fue de gran ayuda, gracias.;es
thank_you;Te agradezco un montón.;es
thank_you;Gracias por tu tiempo.;es
thank_you;Qué detalle, gracias.;es
thank_you;Un placer, gracias.;es
thank_you;Gracias por la gestión.;es
thank_you;Chévere, gracias.;es
thank_you;Te debo una.;es
thank_you;Gracias totales.;es
thank_you;Estupendo, gracias.;es
thank_you;Gracias por entenderme.;es
thank_you;Que te vaya bien, gracias.;es
thank_you;Me alegro, gracias.;es
thank_you;Gracias por tu paciencia.;es
thank_you;Eres lo más.;es
thank_you;Graciaaaaaaas.;es
thank_you;Agradesco tu tiempo.;es
thank_you;Por todo, gracias.;es
thank_you;Genial, graciads.;es
thank_you;Que bien, gracias.;es
thank_you;Estoy muy agradecido.;es
thank_you;Qué alivio, gracias.;es
thank_you;Gracias, de verdad.;es
thank_you;Te agradezco la ayuda.;es
thank_you;Te has portado genial, gracias.;es
thank_you;Ha sido un gusto, gracias.;es
thank_you;Fenomenal, gracias.;es
thank_you;Gracias por tu respuesta.;es
thank_you;Gracias por escuchar.;es
thank_you;Me has ayudado mucho.;es
thank_you;Eres un amor, gracias.;es
thank_you;Qué majo/a, gracias.;es
thank_you;Me has sacado de un apuro, gracias.;es
thank_you;Súper bien, gracias.;es
thank_you;Gracias por la aclaración.;es
thank_you;Gracias por todo.;es
thank_you;Gracias, eres un genio.;es
thank_you;Gracias por esta información.;es
thank_you;Estoy en deuda, gracias.;es
thank_you;Gracias, muy útil.;es
thank_you;Me has solucionado el problema, gracias.;es
thank_you;Thanks a million for everything.;en
thank_you;Cheers, you're a legend.;en
thank_you;I appreciate your help.;en
thank_you;A big thanks for the info.;en
thank_you;You're ever so kind, thank you.;en
thank_you;I value that a lot.;en
thank_you;Thanks from the bottom of my heart.;en
thank_you;You saved me, thanks.;en
thank_you;Thanks for your attention.;en
thank_you;That was a big help, thanks.;en
thank_you;I really appreciate it.;en
thank_you;Thanks for your time.;en
thank_you;How thoughtful, thanks.;en
thank_you;My pleasure, thanks.;en
thank_you;Thanks for handling it.;en
thank_you;Awesome, thank you.;en
thank_you;I owe you one.;en
thank_you;Thanks a buch.;en
thank_you;Brilliant, thanks.;en
thank_you;Thanks for understanding me.;en
thank_you;All the best, thanks.;en
thank_you;Glad to hear it, thanks.;en
thank_you;Thanks for your patience.;en
thank_you;Youre the best.;en
thank_you;Thankkkks.;en
thank_you;Appreciate your time.;en
thank_you;For everything, thanks.;en
thank_you;Great, thanks.;en
thank_you;That's good, thanks.;en
thank_you;I'm very grateful.;en
thank_you;What a relief, thanks.;en
thank_you;Thanks, truly.;en
thank_you;I thank you for the help.;en
thank_you;You've been grand, thanks.;en
thank_you;It's been a treat, thanks.;en
thank_you;Superb, thanks.;en
thank_you;Thanks for your reply.;en
thank_you;Thanks for listening.;en
thank_you;You've helped me heaps.;en
thank_you;You're a sweetheart, thanks.;en
thank_you;You're a good 'un, thanks.;en
thank_you;You've got me out of a pickle, thanks.;en
thank_you;Top stuff, thanks.;en
thank_you;Thanks for the clarification.;en
thank_you;Thanks for all.;en
thank_you;Thanks, you're a genius.;en
thank_you;Thanks for this info.;en
thank_you;I'm indebted, thanks.;en
thank_you;Thanks, very useful.;en
thank_you;You've fixed my problem, thanks.;en
question_item;¿Cuándo vuelven las camisetas de ballena?;es
question_item;¿Van a hacer más remeras de topo?;es
question_item;¿No tienen camisas de unicornio?;es
question_item;¿Cuándo vuelven a tener la del oso?;es
question_item;¿Cuándo vuelve a estar disponible la de la anguila?;es
question_item;¿Se agotó la polera del pingüino?;es
question_item;¿Hay stock de la playera de gato?;es
question_item;¿Esta prenda está disponible en tienda?;es
question_item;¿Podrían avisarme cuando llegue la del buho?;es
question_item;¿Por qué no encuentro la de la llama?;es
question_item;¿Se terminó la de la chinchilla?;es
question_item;¿Cuándo reponen la de cocodrilo?;es
question_item;La del perro, ¿no la tienen?;es
question_item;¿Hay unidades de la de la cebra?;es
question_item;¿Está en tienda la de la jirafa?;es
question_item;¿Cuándo consigo la remera del zorro?;es
question_item;¿No les quedan más de la de panda?;es
question_item;¿Está agotada la de koala?;es
question_item;¿La del mono ya no la venden?;es
question_item;¿Han sacado la de delfín?;es
question_item;¿Tienen la de tigre en stock?;es
question_item;¿Me pueden decir si llega la del lobo?;es
question_item;No veo la de mapache, ¿dónde está?;es
question_item;¿Cuándo les llega la del rinoceronte?;es
question_item;¿Todavía no tienen la de la tortuga?;es
question_item;¿Se puede conseguir la de la ardilla?;es
question_item;¿Hay alguna posibilidad de tener la de la abeja?;es
question_item;No veo la del león en la página.;es
question_item;¿La de la serpiente ya no la van a fabricar?;es
question_item;¿La de la foca está en el almacén?;es
question_item;When are the whale t-shirts coming back?;en
question_item;Are you making more mole tees?;en
question_item;Don't you have unicorn shirts?;en
question_item;When will the bear one be back?;en
question_item;When will the eel one be available again?;en
question_item;Is the penguin top sold out?;en
question_item;Is the cat shirt in stock?;en
question_item;Is this garment available in-store?;en
question_item;Could you let me know when the owl one arrives?;en
question_item;Why can't I find the llama one?;en
question_item;Is the chinchilla one gone?;en
question_item;When will you restock the crocodile one?;en
question_item;The dog one, you don't have it?;en
question_item;Are there units of the zebra one?;en
question_item;Is the giraffe one in the shop?;en
question_item;When can I get the fox t-shirt?;en
question_item;Don't you have any more of the panda ones left?;en
question_item;Is the koala one out of stock?;en
question_item;The monkey one, are you not selling it anymore?;en
question_item;Have you discontinued the dolphin one?;en
question_item;Do you have the tiger one in stock?;en
question_item;Can you tell me if the wolf one arrives?;en
question_item;I don't see the raccoon one, where is it?;en
question_item;When are you getting the rhino one in?;en
question_item;You still don't have the turtle one?;en
question_item;Can I get my hands on the squirrel one?;en
question_item;Is there any chance of getting the bee one?;en
question_item;I don't see the lion one on the website.;en
question_item;Are you not manufacturing the snake one anymore?;en
question_item;Is the seal one in the warehouse?;en
